date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-25,VD,1012,46.5263,6.65689,8,0,0,0,0
2020-03-25,VD,1097,46.5004,6.73385,2,0,0,0,0
2020-03-25,BE,3000,46.9476,7.40646,1,0,0,0,0
2020-03-25,VD,1009,46.5215,6.6695,4,0,0,0,0
2020-03-25,VD,1030,46.5523,6.55006,3,0,0,0,0
2020-03-25,TI,6612,46.1551,8.76597,1,0,0,0,0
2020-03-25,VD,1024,46.5272,6.55068,3,0,0,0,0
2020-03-25,VD,1066,46.5507,6.66843,3,0,2,0,0
2020-03-25,VD,1005,46.5196,6.63233,12,1,1,0,0
2020-03-25,VD,1092,46.5269,6.68728,1,0,0,0,0
2020-03-25,VD,1018,46.552,6.65231,5,0,0,0,0
2020-03-25,FR,1630,46.6075,7.04615,3,0,0,0,0
2020-03-25,FR,1615,46.5289,6.84814,1,0,0,0,0
2020-03-25,VD,1110,46.514,6.49313,1,0,0,0,0
2020-03-25,VD,1136,46.5288,6.44066,1,0,0,0,0
2020-03-25,GE,1201,46.2058,6.14139,1,0,0,0,0
2020-03-25,GE,1213,46.1825,6.10362,3,0,0,0,0
2020-03-25,VS,1907,46.1363,7.18429,1,0,0,0,0
2020-03-25,VD,1004,46.5196,6.63233,11,0,0,0,0
2020-03-25,VD,1006,46.5196,6.63233,7,0,0,0,0
2020-03-25,VD,1010,46.552,6.65231,1,0,1,0,0
2020-03-25,VD,1197,46.4007,6.25511,1,0,0,0,0
2020-03-25,NE,2068,47.0153,6.92269,1,0,0,0,0
2020-03-25,VD,1164,46.4659,6.41282,1,0,0,0,0
2020-03-25,GE,1205,46.2058,6.14139,1,0,0,0,0
2020-03-25,VD,1814,46.4549,6.86935,2,0,0,0,0
2020-03-25,GE,1204,46.2058,6.14139,1,0,0,0,0
2020-03-25,FR,1470,46.8496,6.85668,1,0,0,0,0
2020-03-25,NE,2012,46.9775,6.87869,1,0,0,0,0
2020-03-25,VD,1091,46.5034,6.72197,2,0,0,0,0
2020-03-25,FR,1700,46.8042,7.15974,1,0,0,0,0
2020-03-25,VD,1162,46.4854,6.44719,3,0,0,0,0
2020-03-25,NE,2300,47.1102,6.83338,2,0,0,0,0
2020-03-25,VD,1565,46.874,6.96896,1,0,0,0,0
2020-03-25,VS,1976,46.2581,7.30761,1,0,0,0,0
2020-03-25,VD,1081,46.5813,6.73056,2,0,0,0,0
2020-03-25,VD,1042,46.6242,6.57486,3,0,0,0,0
2020-03-25,NE,2000,47.0094,6.9381,3,0,0,0,0
2020-03-25,VD,1055,46.5982,6.69172,2,0,0,0,1
2020-03-25,VS,1950,46.2304,7.36599,0,1,0,0,0
2020-03-25,VD,1094,46.5084,6.67363,1,0,0,0,0
2020-03-25,BE,3422,47.0814,7.56906,1,0,0,0,0
2020-03-25,FR,1618,46.5215,6.94591,1,0,0,0,0
2020-03-25,NE,2035,46.9851,6.87557,1,0,0,0,0
2020-03-25,VD,1417,46.7142,6.64441,1,0,0,0,0
2020-03-25,VD,1053,46.5966,6.64064,4,0,0,0,0
2020-03-25,VD,1037,46.6014,6.6085,1,0,0,0,0
2020-03-25,VD,1052,46.5548,6.64014,4,0,1,0,0
2020-03-25,FR,1663,46.5777,7.08049,1,0,0,0,0
2020-03-25,VD,1090,46.5161,6.70255,1,0,0,0,0
2020-03-25,VD,1054,46.5899,6.58589,3,0,0,0,0
2020-03-25,VD,1023,46.5585,6.57731,1,0,0,0,0
2020-03-25,NE,2013,46.9696,6.86092,1,0,0,0,0
2020-03-25,VD,1000,46.552,6.65231,2,0,0,0,0
2020-03-25,VD,1003,46.552,6.65231,2,0,0,0,0
2020-03-25,VS,1874,46.1588,6.84583,1,0,0,0,0
2020-03-25,FR,1568,46.8994,6.95693,1,0,0,0,0
2020-03-25,GE,1206,46.2084,6.1427,2,0,0,0,0
2020-03-25,VD,1096,46.4991,6.7317,1,0,0,0,0
2020-03-25,VD,1020,46.5353,6.59366,2,0,0,0,0
2020-03-25,VD,1095,46.5151,6.69896,1,0,0,0,0
2020-03-25,VD,1800,46.4642,6.84805,1,0,0,0,0
2020-03-25,VD,1122,46.5562,6.50891,1,0,0,0,0
2020-03-25,FR,1652,46.6248,7.11427,1,0,0,0,0
2020-03-25,VD,1260,46.3864,6.22624,2,0,0,0,0
2020-03-25,VD,1043,46.6511,6.67197,1,0,0,0,0
2020-03-25,GE,1224,46.1936,6.1815,1,0,0,0,0
2020-03-25,VD,1613,46.5531,6.87864,1,0,0,0,0
2020-03-25,GE,1202,46.2058,6.14139,1,0,0,0,0
2020-03-25,NE,2017,46.9531,6.80775,1,0,0,0,0
2020-03-25,ZH,8004,47.3828,8.53081,1,0,0,0,0
2020-03-25,VD,1072,46.5379,6.76285,1,0,0,0,0
2020-03-25,JU,2942,47.4284,7.12625,1,0,0,0,0
2020-03-25,VD,1007,46.5196,6.63233,4,0,0,0,0
2020-03-25,VD,1022,46.528,6.57367,1,0,0,0,0
2020-03-25,VS,3960,46.2783,7.51565,1,0,0,0,0
2020-03-25,JU,2902,47.3877,7.07682,1,0,0,0,0
2020-03-25,VD,1008,46.5389,6.60497,1,0,0,0,0
2020-03-25,VD,1027,46.5299,6.51693,1,0,0,0,0
